source_file,material_name,material_abbreviation,section,property_name,value,unit,english,test_condition,comments,source_file_excel
MaterialData_140565.pdf,Envalior TEPEXÂ® dynalite 102-RGUD600(x)/47% Roving Glass - PA 6 Consolidated Composite Laminate,PA6+ 50% Glass Fiber,Thermal Properties,Deflection Temperature,215,Â°C,419 Â°F,at 1.8 MPa (264 psi),ISO 75-1/2,combined_material_data_2.xlsx
MaterialData_140565.pdf,Envalior TEPEXÂ® dynalite 102-RGUD600(x)/47% Roving Glass - PA 6 Consolidated Composite Laminate,PA6+ 50% Glass Fiber,Thermal Properties,"Minimum Service Temperature, Air",-30,Â°C,-22.0 Â°F,,,combined_material_data_2.xlsx
MaterialData_140565.pdf,Envalior TEPEXÂ® dynalite 102-RGUD600(x)/47% Roving Glass - PA 6 Consolidated Composite Laminate,PA6+ 50% Glass Fiber,Thermal Properties,"Glass Transition Temp, Tg",60,Â°C,140 Â°F,,DSC 3146,combined_material_data_2.xlsx
MaterialData_140565.pdf,Envalior TEPEXÂ® dynalite 102-RGUD600(x)/47% Roving Glass - PA 6 Consolidated Composite Laminate,PA6+ 50% Glass Fiber,Processing Properties,Processing Temperature,240 - 260,Â°C,464 - 500 Â°F,,,combined_material_data_2.xlsx
MaterialData_140565.pdf,Envalior TEPEXÂ® dynalite 102-RGUD600(x)/47% Roving Glass - PA 6 Consolidated Composite Laminate,PA6+ 50% Glass Fiber,Descriptive Properties,Reinforcement - Area weight,600,g/mÂ²,600 g/mÂ²,,,combined_material_data_2.xlsx
MaterialData_140565.pdf,Envalior TEPEXÂ® dynalite 102-RGUD600(x)/47% Roving Glass - PA 6 Consolidated Composite Laminate,PA6+ 50% Glass Fiber,Descriptive Properties,Reinforcement - Fabric,twill,,twill,,,combined_material_data_2.xlsx
MaterialData_140565.pdf,Envalior TEPEXÂ® dynalite 102-RGUD600(x)/47% Roving Glass - PA 6 Consolidated Composite Laminate,PA6+ 50% Glass Fiber,Descriptive Properties,Reinforcement - Fibers,roving glass,,roving glass,,,combined_material_data_2.xlsx
MaterialData_140565.pdf,Envalior TEPEXÂ® dynalite 102-RGUD600(x)/47% Roving Glass - PA 6 Consolidated Composite Laminate,PA6+ 50% Glass Fiber,Descriptive Properties,Reinforcement - Weight Rate,"50% longitudinal, 20% transverse",,"50% longitudinal, 20% transverse",,,combined_material_data_2.xlsx
MaterialData_140565.pdf,Envalior TEPEXÂ® dynalite 102-RGUD600(x)/47% Roving Glass - PA 6 Consolidated Composite Laminate,PA6+ 50% Glass Fiber,Descriptive Properties,Reinforcement - Yarn,1200 tex longitudinal and transverse,,1200 tex longitudinal and transverse,,,combined_material_data_2.xlsx
MaterialData_140566.pdf,Envalior TEPEXÂ® dynalite 104-RG600(x)/47% Roving Glass - PP Consolidated Composite Laminate,PP+ 50% Glass Fiber,Physical Properties,Density,1.68,g/cc,0.0607 lb/inÂ³,,,combined_material_data_2.xlsx
MaterialData_140566.pdf,Envalior TEPEXÂ® dynalite 104-RG600(x)/47% Roving Glass - PP Consolidated Composite Laminate,PP+ 50% Glass Fiber,Physical Properties,Filler Content,47,%,0.47,,by volume,combined_material_data_2.xlsx
MaterialData_140566.pdf,Envalior TEPEXÂ® dynalite 104-RG600(x)/47% Roving Glass - PP Consolidated Composite Laminate,PP+ 50% Glass Fiber,Physical Properties,Thickness,500,microns,19.7 mil,,laminate layer thickness,combined_material_data_2.xlsx
MaterialData_140566.pdf,Envalior TEPEXÂ® dynalite 104-RG600(x)/47% Roving Glass - PP Consolidated Composite Laminate,PP+ 50% Glass Fiber,Mechanical Properties,Tensile Strength,390,MPa,56600 psi,,transverse; ISO 527-4/5,combined_material_data_2.xlsx
MaterialData_140566.pdf,Envalior TEPEXÂ® dynalite 104-RG600(x)/47% Roving Glass - PP Consolidated Composite Laminate,PP+ 50% Glass Fiber,Mechanical Properties,Tensile Strength,400,MPa,58000 psi,,longitudinal; ISO 527-4/5,combined_material_data_2.xlsx
MaterialData_140566.pdf,Envalior TEPEXÂ® dynalite 104-RG600(x)/47% Roving Glass - PP Consolidated Composite Laminate,PP+ 50% Glass Fiber,Mechanical Properties,Tensile Modulus,20.1,GPa,2920 ksi,,transverse; ISO 527-4/5,combined_material_data_2.xlsx
MaterialData_140566.pdf,Envalior TEPEXÂ® dynalite 104-RG600(x)/47% Roving Glass - PP Consolidated Composite Laminate,PP+ 50% Glass Fiber,Mechanical Properties,Tensile Modulus,20.5,GPa,2970 ksi,,longitudinal; ISO 527-4/5,combined_material_data_2.xlsx
MaterialData_140566.pdf,Envalior TEPEXÂ® dynalite 104-RG600(x)/47% Roving Glass - PP Consolidated Composite Laminate,PP+ 50% Glass Fiber,Mechanical Properties,Flexural Strength,365,MPa,52900 psi,,transverse; ISO 178,combined_material_data_2.xlsx
MaterialData_140566.pdf,Envalior TEPEXÂ® dynalite 104-RG600(x)/47% Roving Glass - PP Consolidated Composite Laminate,PP+ 50% Glass Fiber,Mechanical Properties,Flexural Strength,370,MPa,53700 psi,,longitudinal; ISO 178,combined_material_data_2.xlsx
MaterialData_140566.pdf,Envalior TEPEXÂ® dynalite 104-RG600(x)/47% Roving Glass - PP Consolidated Composite Laminate,PP+ 50% Glass Fiber,Mechanical Properties,Flexural Modulus,17,GPa,2470 ksi,,transverse; ISO 178,combined_material_data_2.xlsx
MaterialData_140566.pdf,Envalior TEPEXÂ® dynalite 104-RG600(x)/47% Roving Glass - PP Consolidated Composite Laminate,PP+ 50% Glass Fiber,Mechanical Properties,Flexural Modulus,17.5,GPa,2540 ksi,,longitudinal; ISO 178,combined_material_data_2.xlsx
MaterialData_140566.pdf,Envalior TEPEXÂ® dynalite 104-RG600(x)/47% Roving Glass - PP Consolidated Composite Laminate,PP+ 50% Glass Fiber,Thermal Properties,Melting Point,163,Â°C,325 Â°F,,DSC 3146,combined_material_data_2.xlsx
MaterialData_140566.pdf,Envalior TEPEXÂ® dynalite 104-RG600(x)/47% Roving Glass - PP Consolidated Composite Laminate,PP+ 50% Glass Fiber,Thermal Properties,"Maximum Service Temperature, Air",90,Â°C,194 Â°F,@Time 7.20e+7 sec @Time 20000 hour,Relative Temperature Index; IEC 216/1,combined_material_data_2.xlsx
MaterialData_140566.pdf,Envalior TEPEXÂ® dynalite 104-RG600(x)/47% Roving Glass - PP Consolidated Composite Laminate,PP+ 50% Glass Fiber,Thermal Properties,Deflection Temperature,158,Â°C,316 Â°F,1.8 MPa (264 psi),ISO 75-1/2,combined_material_data_2.xlsx
MaterialData_140566.pdf,Envalior TEPEXÂ® dynalite 104-RG600(x)/47% Roving Glass - PP Consolidated Composite Laminate,PP+ 50% Glass Fiber,Thermal Properties,"Minimum Service Temperature, Air",-10,Â°C,14.0 Â°F,,,combined_material_data_2.xlsx
MaterialData_140566.pdf,Envalior TEPEXÂ® dynalite 104-RG600(x)/47% Roving Glass - PP Consolidated Composite Laminate,PP+ 50% Glass Fiber,Processing Properties,Processing Temperature,190 - 210,Â°C,374 - 410 Â°F,,,combined_material_data_2.xlsx
MaterialData_140566.pdf,Envalior TEPEXÂ® dynalite 104-RG600(x)/47% Roving Glass - PP Consolidated Composite Laminate,PP+ 50% Glass Fiber,Descriptive Properties,Reinforcement Area weight,600,g/mÂ²,,,,combined_material_data_2.xlsx
MaterialData_140566.pdf,Envalior TEPEXÂ® dynalite 104-RG600(x)/47% Roving Glass - PP Consolidated Composite Laminate,PP+ 50% Glass Fiber,Descriptive Properties,Reinforcement Fabric,twill 2/2,,,,,combined_material_data_2.xlsx
MaterialData_140566.pdf,Envalior TEPEXÂ® dynalite 104-RG600(x)/47% Roving Glass - PP Consolidated Composite Laminate,PP+ 50% Glass Fiber,Descriptive Properties,Reinforcement Fibers,roving glass,,,,,combined_material_data_2.xlsx
MaterialData_140566.pdf,Envalior TEPEXÂ® dynalite 104-RG600(x)/47% Roving Glass - PP Consolidated Composite Laminate,PP+ 50% Glass Fiber,Descriptive Properties,Reinforcement Weight Rate,0.5,,,,longitudinal and transverse,combined_material_data_2.xlsx
MaterialData_140566.pdf,Envalior TEPEXÂ® dynalite 104-RG600(x)/47% Roving Glass - PP Consolidated Composite Laminate,PP+ 50% Glass Fiber,Descriptive Properties,Reinforcement Yarn,1200,tex,,,longitudinal and transverse,combined_material_data_2.xlsx
MaterialData_140567.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(1)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Physical Properties,Density,1.82,g/cc,0.0658 lb/inÂ³,,,combined_material_data_2.xlsx
MaterialData_140567.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(1)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Physical Properties,Filler Content,45,%,0.45,,by volume,combined_material_data_2.xlsx
MaterialData_140567.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(1)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Mechanical Properties,Tensile Strength,405,MPa,58700 psi,transverse,ISO 527-4/5,combined_material_data_2.xlsx
MaterialData_140567.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(1)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Mechanical Properties,Tensile Strength,430,MPa,62400 psi,longitudinal,ISO 527-4/5,combined_material_data_2.xlsx
MaterialData_140567.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(1)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Mechanical Properties,Elongation at Break,2.9,%,0.029,longitudinal,ISO 527-4/5,combined_material_data_2.xlsx
MaterialData_140567.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(1)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Mechanical Properties,Elongation at Break,2.9,%,0.029,transverse,ISO 527-4/5,combined_material_data_2.xlsx
MaterialData_140567.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(1)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Mechanical Properties,Tensile Modulus,23.5,GPa,3410 ksi,transverse,ISO 527-4/5,combined_material_data_2.xlsx
MaterialData_140567.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(1)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Mechanical Properties,Tensile Modulus,25,GPa,3630 ksi,longitudinal,ISO 527-4/5,combined_material_data_2.xlsx
MaterialData_140567.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(1)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Mechanical Properties,Flexural Strength,550,MPa,79800 psi,transverse,ISO 178,combined_material_data_2.xlsx
MaterialData_140567.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(1)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Mechanical Properties,Flexural Strength,585,MPa,84800 psi,longitudinal,ISO 178,combined_material_data_2.xlsx
MaterialData_140567.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(1)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Mechanical Properties,Flexural Modulus,21,GPa,3050 ksi,transverse,ISO 178,combined_material_data_2.xlsx
MaterialData_140567.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(1)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Mechanical Properties,Flexural Modulus,21.5,GPa,3120 ksi,longitudinal,ISO 178,combined_material_data_2.xlsx
MaterialData_140567.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(1)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Thermal Properties,Melting Point,190,Â°C,374 Â°F,,DSC 3146,combined_material_data_2.xlsx
MaterialData_140567.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(1)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Thermal Properties,"Maximum Service Temperature, Air",90,Â°C,194 Â°F,@Time 7.20e+7 sec @Time 20000 hour,Relative Temperature Index; IEC 216/1,combined_material_data_2.xlsx
MaterialData_140567.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(1)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Thermal Properties,Deflection Temperature,185,Â°C,365 Â°F,at 1.8 MPa (264 psi),ISO 75-1/2,combined_material_data_2.xlsx
MaterialData_140567.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(1)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Thermal Properties,"Minimum Service Temperature, Air",-30,Â°C,-22.0 Â°F,,,combined_material_data_2.xlsx
MaterialData_140567.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(1)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Processing Properties,Processing Temperature,210 - 230,Â°C,410 - 446 Â°F,,,combined_material_data_2.xlsx
MaterialData_140567.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(1)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Descriptive Properties,Area weight,290,g/mÂ²,,,Reinforcement,combined_material_data_2.xlsx
MaterialData_140567.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(1)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Descriptive Properties,Fabric,twill 2/2,,,,Reinforcement,combined_material_data_2.xlsx
MaterialData_140567.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(1)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Descriptive Properties,Fibers,filament glass (outer fibers coated with aluminum),,,,Reinforcement,combined_material_data_2.xlsx
MaterialData_140567.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(1)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Descriptive Properties,Weight Rate,50% longitudinal and transverse,,,,Reinforcement,combined_material_data_2.xlsx
MaterialData_140567.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(1)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Descriptive Properties,Yarn,3x68 tex longitudinal and transverse,,,,Reinforcement,combined_material_data_2.xlsx
MaterialData_140568.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(2)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Physical Properties,Density,1.82,g/cc,0.0658,,,combined_material_data_2.xlsx
MaterialData_140568.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(2)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Physical Properties,Filler Content,45,%,45,,by volume,combined_material_data_2.xlsx
MaterialData_140568.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(2)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Mechanical Properties,Tensile Strength,405,MPa,58700 psi,,transverse; ISO 527-4/5,combined_material_data_2.xlsx
MaterialData_140568.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(2)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Mechanical Properties,Tensile Strength,430,MPa,62400 psi,,longitudinal; ISO 527-4/5,combined_material_data_2.xlsx
MaterialData_140568.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(2)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Mechanical Properties,Elongation at Break,2.9,%,0.029,,longitudinal; ISO 527-4/5,combined_material_data_2.xlsx
MaterialData_140568.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(2)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Mechanical Properties,Elongation at Break,2.9,%,0.029,,transverse; ISO 527-4/5,combined_material_data_2.xlsx
MaterialData_140568.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(2)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Mechanical Properties,Tensile Modulus,23.5,GPa,3410 ksi,,transverse; ISO 527-4/5,combined_material_data_2.xlsx
MaterialData_140568.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(2)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Mechanical Properties,Tensile Modulus,25,GPa,3630 ksi,,longitudinal; ISO 527-4/5,combined_material_data_2.xlsx
MaterialData_140568.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(2)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Mechanical Properties,Flexural Strength,550,MPa,79800 psi,,transverse; ISO 178,combined_material_data_2.xlsx
MaterialData_140568.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(2)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Mechanical Properties,Flexural Strength,585,MPa,84800 psi,,longitudinal; ISO 178,combined_material_data_2.xlsx
MaterialData_140568.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(2)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Mechanical Properties,Flexural Modulus,21,GPa,3050 ksi,,transverse; ISO 178,combined_material_data_2.xlsx
MaterialData_140568.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(2)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Mechanical Properties,Flexural Modulus,21.5,GPa,3120 ksi,,longitudinal; ISO 178,combined_material_data_2.xlsx
MaterialData_140568.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(2)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Thermal Properties,Melting Point,190,Â°C,374 Â°F,,DSC 3146,combined_material_data_2.xlsx
MaterialData_140568.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(2)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Thermal Properties,"Maximum Service Temperature, Air",90,Â°C,194 Â°F,@Time 7.20e+7 sec @Time 20000 hour,Relative Temperature Index; IEC 216/1,combined_material_data_2.xlsx
MaterialData_140568.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(2)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Thermal Properties,Deflection Temperature at 1.8 MPa (264 psi),185,Â°C,365 Â°F,1.8 MPa (264 psi),ISO 75-1/2,combined_material_data_2.xlsx
MaterialData_140568.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(2)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Thermal Properties,"Minimum Service Temperature, Air",-30,Â°C,-22.0 Â°F,,,combined_material_data_2.xlsx
MaterialData_140568.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(2)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Processing Properties,Processing Temperature,210 - 230,Â°C,410 - 446 Â°F,,,combined_material_data_2.xlsx
MaterialData_140568.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(2)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Descriptive Properties,Reinforcement: Area weight,290,g/mÂ²,,,,combined_material_data_2.xlsx
MaterialData_140568.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(2)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Descriptive Properties,Reinforcement: Fabric,twill 2/2,,,,,combined_material_data_2.xlsx
MaterialData_140568.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(2)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Descriptive Properties,Reinforcement: Fibers,filament glass (outer fibers coated with aluminum),,,,,combined_material_data_2.xlsx
MaterialData_140568.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(2)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Descriptive Properties,Reinforcement: Weight Rate,0.5,%,,,longitudinal and transverse,combined_material_data_2.xlsx
MaterialData_140568.pdf,Envalior TEPEXÂ® dynalite 108-FGAL290(2)-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Descriptive Properties,Reinforcement: Yarn,3x68,tex,,,longitudinal and transverse,combined_material_data_2.xlsx
MaterialData_140569.pdf,Envalior TEPEXÂ® dynalite 108-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Physical Properties,Density,1.82,g/cc,0.0658 lb/inÂ³,,,combined_material_data_2.xlsx
MaterialData_140569.pdf,Envalior TEPEXÂ® dynalite 108-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Physical Properties,Filler Content,45,%,0.45,,by volume,combined_material_data_2.xlsx
MaterialData_140569.pdf,Envalior TEPEXÂ® dynalite 108-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Physical Properties,Thickness,250,microns,9.84 mil,,laminate layer thickness,combined_material_data_2.xlsx
MaterialData_140569.pdf,Envalior TEPEXÂ® dynalite 108-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Mechanical Properties,Tensile Strength,405,MPa,58700 psi,transverse,ISO 527-4/5,combined_material_data_2.xlsx
MaterialData_140569.pdf,Envalior TEPEXÂ® dynalite 108-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Mechanical Properties,Tensile Strength,430,MPa,62400 psi,longitudinal,ISO 527-4/5,combined_material_data_2.xlsx
MaterialData_140569.pdf,Envalior TEPEXÂ® dynalite 108-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Mechanical Properties,Elongation at Break,2.9,%,0.029,longitudinal,ISO 527-4/5,combined_material_data_2.xlsx
MaterialData_140569.pdf,Envalior TEPEXÂ® dynalite 108-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Mechanical Properties,Elongation at Break,2.9,%,0.029,transverse,ISO 527-4/5,combined_material_data_2.xlsx
MaterialData_140569.pdf,Envalior TEPEXÂ® dynalite 108-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Mechanical Properties,Tensile Modulus,23.5,GPa,3410 ksi,transverse,ISO 527-4/5,combined_material_data_2.xlsx
MaterialData_140569.pdf,Envalior TEPEXÂ® dynalite 108-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Mechanical Properties,Tensile Modulus,25,GPa,3630 ksi,longitudinal,ISO 527-4/5,combined_material_data_2.xlsx
MaterialData_140569.pdf,Envalior TEPEXÂ® dynalite 108-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Mechanical Properties,Flexural Strength,550,MPa,79800 psi,transverse,ISO 178,combined_material_data_2.xlsx
MaterialData_140569.pdf,Envalior TEPEXÂ® dynalite 108-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Mechanical Properties,Flexural Strength,585,MPa,84800 psi,longitudinal,ISO 178,combined_material_data_2.xlsx
MaterialData_140569.pdf,Envalior TEPEXÂ® dynalite 108-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Mechanical Properties,Flexural Modulus,21,GPa,3050 ksi,transverse,ISO 178,combined_material_data_2.xlsx
MaterialData_140569.pdf,Envalior TEPEXÂ® dynalite 108-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Mechanical Properties,Flexural Modulus,21.5,GPa,3120 ksi,longitudinal,ISO 178,combined_material_data_2.xlsx
MaterialData_140569.pdf,Envalior TEPEXÂ® dynalite 108-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Thermal Properties,Melting Point,190,Â°C,374 Â°F,,DSC 3146,combined_material_data_2.xlsx
MaterialData_140569.pdf,Envalior TEPEXÂ® dynalite 108-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Thermal Properties,"Maximum Service Temperature, Air",90,Â°C,194 Â°F,@Time 7.20e+7 sec @Time 20000 hour,Relative Temperature Index; IEC 216/1,combined_material_data_2.xlsx
MaterialData_140569.pdf,Envalior TEPEXÂ® dynalite 108-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Thermal Properties,Deflection Temperature,185,Â°C,365 Â°F,1.8 MPa (264 psi),ISO 75-1/2,combined_material_data_2.xlsx
MaterialData_140569.pdf,Envalior TEPEXÂ® dynalite 108-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Thermal Properties,"Minimum Service Temperature, Air",-30,Â°C,-22.0 Â°F,,,combined_material_data_2.xlsx
MaterialData_140569.pdf,Envalior TEPEXÂ® dynalite 108-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Processing Properties,Processing Temperature,210 - 230,Â°C,410 - 446 Â°F,,,combined_material_data_2.xlsx
MaterialData_140569.pdf,Envalior TEPEXÂ® dynalite 108-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Descriptive Properties,Area weight,290,g/mÂ²,,,,combined_material_data_2.xlsx
MaterialData_140569.pdf,Envalior TEPEXÂ® dynalite 108-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Descriptive Properties,Fabric,twill 2/2,,,,,combined_material_data_2.xlsx
MaterialData_140569.pdf,Envalior TEPEXÂ® dynalite 108-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Descriptive Properties,Fibers,filament glass,,,,,combined_material_data_2.xlsx
MaterialData_140569.pdf,Envalior TEPEXÂ® dynalite 108-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Descriptive Properties,Weight Rate,50,%,,,longitudinal and transverse,combined_material_data_2.xlsx
MaterialData_140569.pdf,Envalior TEPEXÂ® dynalite 108-FG290(x)/45% Filament Glass â€“ TPU Consolidated Composite Laminate,TPUR+ 45% Glass Fiber,Descriptive Properties,Yarn,3x68,tex,,,longitudinal and transverse,combined_material_data_2.xlsx
